"Brands","Name","SKU","MPN","Description","Additional Information","Categories","Weight (lbs)","Length (in)","Width (in)","Height (in)","Images"
"TapeTech","12"" Power Assist® MAXXBOX®","PAHC12","PAHC12","Introducing the Power Assist® MAXXBOX® finishing boxes from TapeTech®. Now you can have the extra capacity you want with half the effort required from other high capacity finishing boxes. Featuring the same smart design that matches the usable capacity to the application, the Power Assist® MAXXBOX® is sure to become the industry standard for finishing! These boxes work with all TapeTech finishing handles, including the 8000TT-PA Wizard® handle for Power Assist® boxes. With a usable joint compound capacity that varies by less than 10% across the range, the TapeTech Power Assist® finishing boxes hold the right amount of joint compound to keep you on the wall longer without wearing you out. The Power Assist® series features TapeTech’s famous EasyClean® design.","Weight: 2.7 lbs | Dimensions: 10 × 8 × 7 in","Finishing Tools: Flat Joints","2.7","10","8","7","https://tapetech.com/wp-content/uploads/2022/05/PAHC12_01.jpg | https://tapetech.com/wp-content/uploads/2022/06/PAHC12_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/PAHC12_04.jpg | https://tapetech.com/wp-content/uploads/2022/06/PAHC12_05.jpg | https://tapetech.com/wp-content/uploads/2022/06/PAHC12_06.jpg | https://tapetech.com/wp-content/uploads/2022/06/PAHC12_07.jpg | https://tapetech.com/wp-content/uploads/2022/06/PAHC12_08.jpg | https://tapetech.com/wp-content/uploads/2022/06/PAHC12_09.jpg | https://tapetech.com/wp-content/uploads/2022/06/PAHC12_13.jpg | https://tapetech.com/wp-content/uploads/2022/06/PAHC12_14.jpg | https://tapetech.com/wp-content/uploads/2022/06/PAHC12_15.jpg | https://tapetech.com/wp-content/uploads/2022/06/PAHC12_16.jpg | https://tapetech.com/wp-content/uploads/2022/06/PAHC12_17.jpg | https://tapetech.com/wp-content/uploads/2022/06/PAHC12_18.jpg"
"TapeTech","15” EasyClean® Finishing Box","EZ15TT","EZ15TT","The EZ15TT 15” EasyClean® Finishing Box is the widest finishing box in the industry. It is the perfect tool for achieving the best finish by making the joint as wide as possible. For butt joints or uneven joints between panels, there is no equal! Designed for the perfect final coat over any wall or ceiling joint, the EZ15TT is the ideal combination of finishing distance and tool weight. You get the best results without unnecessary wear and tear on your body. The EZ15TT has the same industry-leading features as other TapeTech finishing boxes, including an EasyClean® design, adjustable crown setting, pivoting axle and innovative EasyRoll® wheel system that allows the box to be used to finish outside corners.","Weight: 3.8 lbs | Dimensions: 17 × 8 × 7 in","Finishing Tools: Flat Joints","3.8","17","8","7","https://tapetech.com/wp-content/uploads/2022/05/EZ15TT_01.jpg | https://tapetech.com/wp-content/uploads/2022/06/EZ15TT_05.jpg | https://tapetech.com/wp-content/uploads/2022/06/EZ15TT_04.jpg | https://tapetech.com/wp-content/uploads/2022/06/EZ15TT_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/EZ15TT_06.jpg | https://tapetech.com/wp-content/uploads/2022/06/EZ15TT_10.jpg | https://tapetech.com/wp-content/uploads/2022/06/EZ15TT_11.jpg | https://tapetech.com/wp-content/uploads/2022/06/EZ15TT_12.jpg | https://tapetech.com/wp-content/uploads/2022/06/EZ15TT_13.jpg | https://tapetech.com/wp-content/uploads/2022/06/EZ15TT_14.jpg | https://tapetech.com/wp-content/uploads/2022/06/EZ15TT_15.jpg | https://tapetech.com/wp-content/uploads/2022/06/EZ15TT_16.jpg | https://tapetech.com/wp-content/uploads/2022/06/EZ15TT_17.jpg"
"TapeTech","6.5"" QuickBox® QSX","QB06-QSX","QB06-QSX","The QuickBox® QSX from TapeTech is the first finishing box specifically designed to be used with fast-setting joint compounds. The 6 ½” QuickBox® QSX is the perfect tool for contractors who use fast-setting joint compound for the first coat over the paper or fiberglass joint tape. Constructed from advanced space age materials, fast-setting joint compound is easily removed from the finishing box, even hours or days later. The compound literally falls out of the QuickBox® QSX with a few light taps. The glass-filled polypropylene shell provides a slick surface with maximum strength and durability. The optimized blade design matches the blade with the application, eliminating the need to make adjustments or change crown settings. And it takes just a few seconds to change the long-lasting blades. QuickBox® QSX works with all finishing box handles, including the Wizard®. Now you can combine the speed and consistency of finishing boxes with the speed of fast-setting joint compound!","Weight: 1.5 lbs | Dimensions: 10 × 6 × 4 in","Finishing Tools: Flat Joints","1.5","10","6","4","https://tapetech.com/wp-content/uploads/2022/06/QB06-QSX_SHDW.jpg | https://tapetech.com/wp-content/uploads/2022/06/QB06-QSX_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/QB06-QSX_04.jpg | https://tapetech.com/wp-content/uploads/2022/06/QB06-QSX_05.jpg | https://tapetech.com/wp-content/uploads/2022/06/QB06-QSX_06.jpg | https://tapetech.com/wp-content/uploads/2022/06/QB06-QSX_10.jpg | https://tapetech.com/wp-content/uploads/2022/06/QB06-QSX_11.jpg | https://tapetech.com/wp-content/uploads/2022/06/QB_Blades.jpg | https://tapetech.com/wp-content/uploads/2022/06/QB06TT_Blades-1.jpg"
"TapeTech","7"" EasyClean® Finishing Box","EZ07TT","EZ07TT","The TapeTech EasyClean® Finishing Box automatically dispenses the proper amount of joint compound and feathers the edges of butt joints and flat joints in one pass. The EasyClean Finishing Box helps produce professional results every time. The adjustable crown setting dial allows the user to easily adjust the amount of joint compound applied over the tape on the drywall joint. This is very helpful when progressing from the first finishing application to the second or third application. The pivoting axle helps to compensate when the drywall or sheetrock on one side of the joint is higher than the other side of the joint.","Weight: 2.2 lbs | Dimensions: 10 × 8 × 7 in","Finishing Tools: Flat Joints","2.2","10","8","7","https://tapetech.com/wp-content/uploads/2022/05/EZ07TT_01.jpg | https://tapetech.com/wp-content/uploads/2022/06/EZ07TT_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/EZ07TT_04.jpg | https://tapetech.com/wp-content/uploads/2022/06/EZ07TT_10.jpg | https://tapetech.com/wp-content/uploads/2022/06/EZ07TT_11.jpg | https://tapetech.com/wp-content/uploads/2022/06/EZ07TT_12.jpg | https://tapetech.com/wp-content/uploads/2022/06/EZ07TT_13.jpg | https://tapetech.com/wp-content/uploads/2022/06/EZ07TT_14.jpg | https://tapetech.com/wp-content/uploads/2022/06/EZ07TT_15.jpg | https://tapetech.com/wp-content/uploads/2022/06/EZ07TT_16.jpg"
"TapeTech","7"" MAXXBOX®","EHC07","EHC07","Introducing the first high capacity finishing boxes designed to hold the right amount of joint compound when you really need it – on the first or second coat when you’re filling the joint – without the unnecessary weight you don’t need on the finish coat. The TapeTech MAXXBOX® Finishing Boxes are designed with the optimum capacity to weight ratio. This means that you get more “usable” joint compound – the amount that you can actually get out of the finishing box and onto the wall – when you actually need it, like on the first coat. The TapeTech 7” MAXXBOX® finishing box delivers 94% more usable joint compound than the standard EasyClean® finishing box (model EZ07TT) and up to 68% more usable capacity than competitive high capacity finishing boxes. Step up to the boxes designed to hold and deliver the right amount. Every time. Every box. MAXXBOX®. Applies first coat of joint compound to embed tape at butt joints and flat joints on walls and ceilings Finishes butt joints and flat joints on walls and ceilings Feathers edges of butt joints and flat joints","Weight: 1 lbs | Dimensions: 4 × 4 × 4 in","Finishing Tools: Flat Joints","1","4","4","4","https://tapetech.com/wp-content/uploads/2022/06/EHC07_SHDW.jpg | https://tapetech.com/wp-content/uploads/2022/06/EHC07_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/EHC07_04.jpg | https://tapetech.com/wp-content/uploads/2022/06/EHC07_05.jpg | https://tapetech.com/wp-content/uploads/2022/06/EHC07_06.jpg | https://tapetech.com/wp-content/uploads/2022/06/EHC07_07.jpg | https://tapetech.com/wp-content/uploads/2022/06/EHC07_10.jpg | https://tapetech.com/wp-content/uploads/2022/06/EHC07_11.jpg | https://tapetech.com/wp-content/uploads/2022/06/EHC07_12.jpg | https://tapetech.com/wp-content/uploads/2022/06/EHC07_13.jpg | https://tapetech.com/wp-content/uploads/2022/06/EHC07_14.jpg | https://tapetech.com/wp-content/uploads/2022/06/EHC07_15.jpg | https://tapetech.com/wp-content/uploads/2022/06/EHC07_16.jpg"
"TapeTech","7"" Power Assist® MAXXBOX®","PAHC07","PAHC07","Introducing the Power Assist® MAXXBOX® finishing boxes from TapeTech®. Now you can have the extra capacity you want with half the effort required from other high capacity finishing boxes. Featuring the same smart design that matches the usable capacity to the application, the Power Assist® MAXXBOX® is sure to become the industry standard for finishing! These boxes work with all TapeTech finishing handles, including the 8000TT-PA Wizard® handle for Power Assist® boxes. With a usable joint compound capacity that varies by less than 10% across the range, the TapeTech Power Assist® finishing boxes hold the right amount of joint compound to keep you on the wall longer without wearing you out. The Power Assist® series features TapeTech’s famous EasyClean® design.","Weight: 2.7 lbs | Dimensions: 10 × 8 × 7 in","Finishing Tools: Flat Joints","2.7","10","8","7","https://tapetech.com/wp-content/uploads/2022/05/PAHC07_01.jpg | https://tapetech.com/wp-content/uploads/2022/06/PAHC07_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/PAHC07_06.jpg | https://tapetech.com/wp-content/uploads/2022/06/PAHC07_05.jpg | https://tapetech.com/wp-content/uploads/2022/06/PAHC07_07.jpg | https://tapetech.com/wp-content/uploads/2022/06/PAHC07_08.jpg | https://tapetech.com/wp-content/uploads/2022/06/PAHC07_09.jpg | https://tapetech.com/wp-content/uploads/2022/06/PAHC07_10.jpg | https://tapetech.com/wp-content/uploads/2022/06/PAHC07_11.jpg | https://tapetech.com/wp-content/uploads/2022/06/PAHC07_18.jpg | https://tapetech.com/wp-content/uploads/2022/06/PAHC07_17.jpg | https://tapetech.com/wp-content/uploads/2022/06/PAHC07_16.jpg | https://tapetech.com/wp-content/uploads/2022/06/PAHC07_15.jpg | https://tapetech.com/wp-content/uploads/2022/06/PAHC07_14.jpg | https://tapetech.com/wp-content/uploads/2022/06/PAHC07_13.jpg | https://tapetech.com/wp-content/uploads/2022/06/PAHC07_12.jpg"
"TapeTech","8.5"" QuickBox® QSX","QB08-QSX","QB08-QSX","The TapeTech 22 cm QuickBox® features double the capacity of the original QB06-QSX. Using fast-setting joint compound to cover the joint tape has never been easier or more worry-free. The QuickBox® is the first and only finishing box designed specifically for use with fast-setting joint compound. The streamlined design of the QuickBox® allows for easy cleaning – there are no small areas for compound to hide! And even if you allow the fast-setting compound to dry, a couple of taps on the box and the compound falls out. The tool-less blade change system is patented and allows for quick replacement or profile changes.","Weight: 2 lbs | Dimensions: 12 × 6 × 6 in","Finishing Tools: Flat Joints","2","12","6","6","https://tapetech.com/wp-content/uploads/2022/06/QB08-QSX_SHDW.jpg | https://tapetech.com/wp-content/uploads/2022/06/QB08-QSX_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/QB08-QSX_10.jpg | https://tapetech.com/wp-content/uploads/2022/06/QB_Blades.jpg | https://tapetech.com/wp-content/uploads/2022/06/QB06TT_Blades-1.jpg"
"TapeTech","EasyClean® Loading Pump for Canada","76TT-CA","76TT-CA","The 76TT-CA EasyClean® Loading Pump is specifically designed to work with standard joint compound buckets in Canada, which are slightly taller than standard U.S. buckets. The additional length provides stability and allows the foot valve to reach the bottom of the bucket, maximizing joint compound usage. The 76TT-CA pump has all the same unique features of the 76TT, including the tool-less foot valve, integrated outlet gasket and EasyClean® design.","Weight: 4.2 lbs | Dimensions: 30 × 12 × 12 in","Finishing Tools: Flat Joints","4.2","30","12","12","https://tapetech.com/wp-content/uploads/2022/06/76TT-CA_SHDW.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT-CA_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT-CA_04.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT-CA_05.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT-CA_06.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT-CA_07.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT-CA-App-1.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT-CA-App-2.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT-CA-App-3.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT-CA-App-4.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT-CA-App-5.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT-CA-App-6.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT-CA-App-7.jpg"
"TapeTech","EasyClean® Loading Pump","76TT","76TT","The TapeTech 76TT EasyClean® Loading Pump combines reliability with innovation. The 76TT features the slim tube design preferred by professional finishers and robust construction for dependable performance and long life. The TapeTech 76TT Loading Pump has a redesigned head and a new Twist-lock foot valve that provides secure attachment and easy removal for cleaning and maintenance. And the 76TT does not require a paper gasket for the filler adapter or gooseneck due to an innovative, integrated O-Ring that provides a terrific seal with fewer headaches from lost, worn or damaged paper gaskets. The 76TT pump accepts the standard 85T gooseneck and 90T filler adapter. Fills Automatic Tapers (with 85T gooseneck) Fills finishing boxes, MudRunner®, corner applicators and nail spotters (with 90T filler adapter)","Weight: 4 lbs | Dimensions: 28 × 12 × 12 in","Finishing Tools: Flat Joints","4","28","12","12","https://tapetech.com/wp-content/uploads/2025/12/7638_TapeTech76TT_001-Copy-rotated.jpg | https://tapetech.com/wp-content/uploads/2025/12/7638_TapeTech76TT_001-Copy.jpg | https://tapetech.com/wp-content/uploads/2025/12/7638_TapeTech76TT_001.jpg | https://tapetech.com/wp-content/uploads/2025/12/7638_TapeTech76TT_005.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT_07.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT_10.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT_11.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT_12.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT_13.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT_14.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT_15.jpg | https://tapetech.com/wp-content/uploads/2022/06/76TT_16.jpg"
"TapeTech","EasyRoll Flat Box Wheel Kit EZROLL-KIT","EZROLL-KIT","EZROLL-KIT","Includes: 2 - 5L10-FK Type 6 2 - Side Box Wheels 2 - Shoulder Screws 2 - #10 Brass Washers 4 - ""O"" Rings","Weight: 0.25 lbs | Dimensions: 0.5 × 4 × 4 in","Finishing Tools: Flat Joints","0.25","0.5","4","4","https://tapetech.com/wp-content/uploads/2026/01/14533-TapeTech-EasyRoll-Finishing-Box-Wheel-Replacement-Kit-01-1k.jpg"
"TapeTech","Extra Long EasyClean® Loading Pump","76XLTT","76XLTT","Are you a high production company taking advantage of the 30 gallon barrels of joint compound now widely available in the market? The TapeTech Extra Long EasyClean® Loading Pump was designed in conjunction with a major joint compound manufacturer to fit these barrels perfectly, providing the extra length and stability you need. This pump is also very popular for workers who don’t like to bend over when filling tools with a standard loading pump.","Weight: 9.6 lbs | Dimensions: 8 × 8 × 40 in","Finishing Tools: Flat Joints","9.6","8","8","40","https://tapetech.com/wp-content/uploads/2022/06/76XLTT_SHDW.jpg | https://tapetech.com/wp-content/uploads/2022/06/76XLTT_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/76XLTT_04.jpg | https://tapetech.com/wp-content/uploads/2022/06/76XLTT_05.jpg | https://tapetech.com/wp-content/uploads/2022/06/76XLTT_06.jpg | https://tapetech.com/wp-content/uploads/2022/06/76XLTT_10.jpg"
"TapeTech","Extra Long Gooseneck Adapter","85XLTT","85XLTT","The TapeTech Extra Long Gooseneck is designed to work in conjunction with the 76XLTT EasyClean® Loading Pump. The foot of the gooseneck should always be placed on the same level or surface as the foot stand of the 76XLTT loading pump.","Weight: 1.65 lbs | Dimensions: 8 × 8 × 40 in","Finishing Tools: Flat Joints","1.65","8","8","40","https://tapetech.com/wp-content/uploads/2022/06/85XLTT-1.jpg | https://tapetech.com/wp-content/uploads/2022/06/85XLTT_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/76XLTT_85XLTT.jpg"
"TapeTech","Filler Adapter","90T","90T","The TapeTech 90T Filler Adapter attaches to the TapeTech 72TT, 73TT or 76TT EasyClean® Pumps to fill Corner Applicators, Nail Spotters and EasyClean®, EasyClean® MAXXBOX® or Power Assist® Finishing boxes with joint compound. Use with gasket 700049 (for 72TT or 73TT only - not included).","Weight: 0.3 lbs | Dimensions: 4 × 4 × 4 in","Finishing Tools: Flat Joints","0.3","4","4","4","https://tapetech.com/wp-content/uploads/2022/06/90T_02.jpg | https://tapetech.com/wp-content/uploads/2022/06/90T_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/90T_10.jpg | https://tapetech.com/wp-content/uploads/2022/06/90T_11.jpg | https://tapetech.com/wp-content/uploads/2022/06/90T_12.jpg | https://tapetech.com/wp-content/uploads/2022/06/90T_13.jpg"
"TapeTech","Gooseneck Adapter","85T","85T","The TapeTech 85T Gooseneck Adapter is used with either the 72TT, 73TT or 76TT loading pump to fill the automatic taper. It features a heavy duty, durable design to provide years of service. Use with gasket 700049 (for 72TT or 73TT only - not included).","Weight: 0.8 lbs | Dimensions: 24 × 12 × 6 in","Finishing Tools: Flat Joints","0.8","24","12","6","https://tapetech.com/wp-content/uploads/2022/06/85T-1.jpg | https://tapetech.com/wp-content/uploads/2022/06/85T_10.jpg | https://tapetech.com/wp-content/uploads/2022/06/85T_11.jpg | https://tapetech.com/wp-content/uploads/2022/06/85T_12.jpg"
"TapeTech","Gooseneck Riser for 76TT-CA","GSR-TT","GSR-TT","The TapeTech Gooseneck Riser is designed to align the height of the 85T Gooseneck with the 76TT-CA EasyClean® Loading Pump for Canada. When using the 76TT-CA and the 85T Gooseneck without the GSR-TT Adapter risks placing unnecessary stress on the flanges of both the gooseneck and the pump.","Weight: 1.8 lbs | Dimensions: 6 × 6 × 12 in","Finishing Tools: Flat Joints","1.8","6","6","12","https://tapetech.com/wp-content/uploads/2022/06/GSR-TT_02.jpg | https://tapetech.com/wp-content/uploads/2022/06/GSR-TT_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/GSR-TT_04.jpg"
"TapeTech","24"" Compound Tube","CT24TT","CT24TT","TapeTech Compound Tubes supply joint compound to Corner Flushers for finishing inside corners. Also attaches to TapeTech Applicator Heads for applying corner bead to internal and external corners. Available in three sizes, the Compound Tubes disassemble for easy cleaning.","Weight: 6.5 lbs | Dimensions: 6 × 48 × 6 in","Finishing Tools: Inside Corners","6.5","6","48","6","https://tapetech.com/wp-content/uploads/2022/06/CT24_01.jpg | https://tapetech.com/wp-content/uploads/2022/06/CTxxTT_10.jpg | https://tapetech.com/wp-content/uploads/2022/06/CTxxTT_12.jpg | https://tapetech.com/wp-content/uploads/2022/06/CTxxTT_13.jpg | https://tapetech.com/wp-content/uploads/2022/06/CTxxTT_11.jpg"
"TapeTech","3"" EasyRoll® Adjustable Corner Finisher","48TT","48TT","The TapeTech EasyRoll® Adjustable Corner Finisher is used to perfectly feather both joint compound edges of internal corners in one pass. The Corner Finishers can be used for wall-to-wall internal corners or wall-to-ceiling corners. The “adjustable” feature of this tool refers to the ability to control the amount of spring pressure by engaging or disengaging one set of tension springs on the back of the corner finisher. Corner Finishers, also referred to as Angle Finishers or Angle Heads, are attached to a corner applicator (CA07TT or CA08TT) or the 14TT MudRunner® to quickly and professionally finish internal drywall corners. EasyRoll® Adjustable Corner Finishers have wheels to provide the smoothest action on the wall and are spring loaded to help compensate for slightly imperfect corners. Use with the FHTT Fiberglass Handle or the XHTT Extension Handle – not included. Wipes down excess mud in internal corners Finishes inside corners of walls and ceilings","Weight: 0.9 lbs | Dimensions: 6 × 5 × 5 in","Finishing Tools: Inside Corners","0.9","6","5","5","https://tapetech.com/wp-content/uploads/2022/06/48TT_01.jpg | https://tapetech.com/wp-content/uploads/2022/06/48TT_05-1.jpg | https://tapetech.com/wp-content/uploads/2022/06/48TT_04-1.jpg | https://tapetech.com/wp-content/uploads/2022/06/48TT_03-1.jpg | https://tapetech.com/wp-content/uploads/2022/06/48TT_10.jpg"
"TapeTech","3-1/2"" EasyRoll® Adjustable Corner Finisher","48XTT","48XTT","The TapeTech EasyRoll® Adjustable Corner Finisher is used to perfectly feather both joint compound edges of internal corners in one pass. The Corner Finishers can be used for wall-to-wall internal corners or wall-to-ceiling corners. The “adjustable” feature of this tool refers to the ability to control the amount of spring pressure by engaging or disengaging one set of tension springs on the back of the corner finisher. Corner Finishers, also referred to as Angle Finishers or Angle Heads, are attached to a corner applicator (CA07TT or CA08TT) or the 14TT MudRunner® to quickly and professionally finish internal drywall corners. EasyRoll® Adjustable Corner Finishers have wheels to provide the smoothest action on the wall and are spring loaded to help compensate for slightly imperfect corners. Use with the FHTT Fiberglass Handle or the XHTT Extension Handle – not included. Wipes down excess mud in internal corners Finishes inside corners of walls and ceilings","Dimensions: 6 × 5 × 5 in","Finishing Tools: Inside Corners","","6","5","5","https://tapetech.com/wp-content/uploads/2022/06/48XTT_01.jpg | https://tapetech.com/wp-content/uploads/2022/06/48XTT_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/48XTT_05.jpg | https://tapetech.com/wp-content/uploads/2022/06/48XTT_06.jpg | https://tapetech.com/wp-content/uploads/2022/06/48XTT_04.jpg"
"TapeTech","36"" Compound Tube","CT36TT","CT36TT","TapeTech Compound Tubes supply joint compound to Corner Flushers for finishing inside corners. Also attaches to TapeTech Applicator Heads for applying corner bead to internal and external corners. Available in three sizes, the Compound Tubes disassemble for easy cleaning.","Weight: 6.5 lbs | Dimensions: 6 × 48 × 6 in","Finishing Tools: Inside Corners","6.5","6","48","6","https://tapetech.com/wp-content/uploads/2022/06/CT36_01.jpg | https://tapetech.com/wp-content/uploads/2022/06/CTxxTT_10.jpg | https://tapetech.com/wp-content/uploads/2022/06/CTxxTT_12.jpg | https://tapetech.com/wp-content/uploads/2022/06/CTxxTT_13.jpg | https://tapetech.com/wp-content/uploads/2022/06/CTxxTT_11.jpg"
"TapeTech","Closet Crusher Fiberglass Handle","FHTT-CC","FHTT-CC","Traditional handles just don't work in tight spaces like closets and pantries. Forcing you to go back to hand finishing. And stealing your valuable time and profit. The TapeTech Closet Crusher allows you to roll and finish internal corners in the tightest of spaces. Making you more efficient and more profitable. PERFECT FOR TIGHT SPACES • NO MORE HAND FINISHING • GET THE JOB DONE FASTER Durable Fiberglass D-Shaped Profile Just 18"" Long Acme Thread","Weight: 1.5 lbs | Dimensions: 1.2 × 1.2 × 36 in","Finishing Tools: Inside Corners","1.5","1.2","1.2","36","https://tapetech.com/wp-content/uploads/2023/09/FHTT-CC_SHDW.jpg | https://tapetech.com/wp-content/uploads/2023/09/FHTT-CC_NSA-TT_42TT.jpg | https://tapetech.com/wp-content/uploads/2023/09/FHTT-CC_NSA-TT_15TTE.jpg | https://tapetech.com/wp-content/uploads/2023/09/FHTT-CC_CA07TT_7.jpg | https://tapetech.com/wp-content/uploads/2023/09/FHTT-CC_App-1.jpg | https://tapetech.com/wp-content/uploads/2023/09/FHTT-CC_App-3.jpg | https://tapetech.com/wp-content/uploads/2023/09/FHTT-CC_App-2.jpg"
"TapeTech","Corner Flusher Creaser Wheel Kit","CFK02TT","CFK02TT","","Weight: 0.45 lbs | Dimensions: 12.25 × 4.25 × 2 in","Finishing Tools: Inside Corners","0.45","12.25","4.25","2","https://tapetech.com/wp-content/uploads/2022/06/CFK02TT_02.jpg"
"TapeTech","Corner Flusher Roller Kit","CFK01TT","CFK01TT","","Weight: 0.45 lbs | Dimensions: 12.25 × 4.25 × 2 in","Finishing Tools: Inside Corners","0.45","12.25","4.25","2","https://tapetech.com/wp-content/uploads/2022/06/CFK01TT_02.jpg"
"TapeTech","Extension Handle","XHTT","XHTT","TapeTech is the first company to introduce an interchangeable handle system that allows one support handle to be used with every tool. Whether you use standard, fixed length fiberglass handles or aluminum extension support handles, you’ll need just one base handle. The base handle for the fiberglass system is model FHTT. The base handle for the extension handle system is model XHTT. The base handle fits the corner roller, corner applicator and nail spotter without any adapters. The heavy duty, easy-to-change adapter (CFA-TT) connect the handles to the corner finishers. And the optimal diameter makes TapeTech handles the most ergonomic in the industry. Both base handles feature a D-shaped fitting that securely positions the handle in the Corner Applicator and positively prevents the tool from rotating during use. Note: If you use your current Nail Spotters with the handle system you will need to mount the handle in the back holes of the tabs on the Nail Spotter.","Weight: 1.5 lbs | Dimensions: 1.2 × 1.2 × 36 in","Finishing Tools: Inside Corners","1.5","1.2","1.2","36","https://tapetech.com/wp-content/uploads/2022/06/XHTT_02.jpg | https://tapetech.com/wp-content/uploads/2022/06/XHTT_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/XHTT_04.jpg | https://tapetech.com/wp-content/uploads/2022/06/XHTT_05.jpg | https://tapetech.com/wp-content/uploads/2022/06/XHTT_06.jpg | https://tapetech.com/wp-content/uploads/2022/06/XHTT_07.jpg | https://tapetech.com/wp-content/uploads/2022/06/XHTT_08.jpg | https://tapetech.com/wp-content/uploads/2022/05/XHTT_10.jpg | https://tapetech.com/wp-content/uploads/2022/05/XHTT_11.jpg"
"TapeTech","Fiberglass Handle","FHTT","FHTT","TapeTech is the first company to introduce an interchangeable handle system that allows one support handle to be used with every tool. Whether you use standard, fixed length fiberglass handles or aluminum extension support handles, you’ll need just one base handle. The base handle for the fiberglass system is model FHTT. The base handle for the extension handle system is model XHTT. The base handle fits the corner roller, corner applicator and nail spotter without any adapters. The heavy duty, easy-to-change adapter (CFA-TT) connect the handles to the corner finishers. And the optimal diameter makes TapeTech handles the most ergonomic in the industry. Both base handles feature a D-shaped fitting that securely positions the handle in the Corner Applicator and positively prevents the tool from rotating during use. Note: If you use your current Nail Spotters with the handle system you will need to mount the handle in the back holes of the tabs on the Nail Spotter.","Weight: 1.5 lbs | Dimensions: 1.2 × 1.2 × 36 in","Finishing Tools: Inside Corners","1.5","1.2","1.2","36","https://tapetech.com/wp-content/uploads/2022/06/FHTT_02.jpg | https://tapetech.com/wp-content/uploads/2022/06/FHTT_03.jpg | https://tapetech.com/wp-content/uploads/2022/06/FHTT_07.jpg | https://tapetech.com/wp-content/uploads/2022/06/FHTT_06.jpg | https://tapetech.com/wp-content/uploads/2022/06/FHTT_04.jpg | https://tapetech.com/wp-content/uploads/2022/06/FHTT_05.jpg"
"TapeTech","MudRunner Pro® Tool Case","MRCASE","MRCASE","Protect your investment with this soft-sided protective case designed exclusively for the MudRunner® and MudRunner Pro®.","Weight: 3 lbs | Dimensions: 14 × 10 × 5 in","Finishing Tools: Inside Corners","3","14","10","5","https://tapetech.com/wp-content/uploads/2026/01/14942_media_1.jpg | https://tapetech.com/wp-content/uploads/2026/01/14942_media_4.jpg | https://tapetech.com/wp-content/uploads/2026/01/14942_media_3.jpg | https://tapetech.com/wp-content/uploads/2026/01/14942_media_2.jpg"
"TapeTech","MudRunner® Pro Extension","MRX01TT","MRX01TT","The new MudRunner® Pro Extension allows the user to add 12"" length to the MR01TT to reach higher spaces. The MRX01TT simply attaches by inserting the extrusion piece into the receiving port on the MR01TT and securing the clamps. The MRX01TT also has a receiving port to add multiple extensions. The New MudRunner® Pro Extension adds up to 20% more overall length to the MudRunner® Pro when installed. Due to the installment process, the extension becomes the ""on/off"" twisting lever for the tool.","Weight: 1 lbs | Dimensions: 6 × 15 × 6 in","Finishing Tools: Inside Corners","1","6","15","6","https://tapetech.com/wp-content/uploads/2025/01/18474_TapeTechMRX01TT_001.jpg"
